FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,HygieneScore,StructuralScore,ConfidenceInManagementScore,Latitude,Longitude
481999,12/00278/MIXED,Batheaston Play Rangers,School/college/university,7845,Batheaston Primary School,School Lane,Batheaston,Bath,BA1 7EP,5,fhrs_5_en-GB,2012-11-29,0,0,5,51.40898400000000,51.40898400000000
205044,11100/1000/2/000,Batheaston Primary School,School/college/university,7845,School Lane,Batheaston,Bath,Bath And North East Somerset,BA1 7EP,5,fhrs_5_en-GB,2011-09-23,0,0,0,51.40898400000000,51.40898400000000
205580,03880/1200/2/000,Bathford Primary School,School/college/university,7845,Bathford C Of E Vc Primary School,Dovers Park,Bathford,Bath,BA1 7UB,5,fhrs_5_en-GB,2010-10-22,0,0,0,51.39962800000000,51.39962800000000
374116,11/00223/MIXED,Bathford Village Shop - Coffee Shop,Other catering premises,7841,Post Office,54 Bathford Hill,Bathford,Bath,BA1 7SN,5,fhrs_5_en-GB,2012-05-18,5,0,5,51.40034600000000,51.40034600000000
204893,03610/0003/0/000,Bathwick News,Retailers - other,4613,Daniel Mews,Bathwick,Bath,"",BA2 6NG,5,fhrs_5_en-GB,2014-02-19,5,5,5,51.38664500000000,51.38664500000000
204894,03660/2300/2/000,Bathwick St Mary's C Of E Primary School,School/college/university,7845,Bathwick St Marys C Of E Primary Sc,Darlington Road,Bathwick,Bath,BA2 6NN,5,fhrs_5_en-GB,2011-09-28,0,0,0,51.38908300000000,51.38908300000000
204409,02950/3300/2/000,Baxter Storey,Restaurant/Cafe/Canteen,1,Wessex Water Operations Centre,Claverton Down Road,Claverton Down,Bath,BA2 7WW,5,fhrs_5_en-GB,2012-03-01,0,5,0,51.36481700000000,51.36481700000000
204178,03470/0012/0/000,Bay Tree House,Hotel/bed & breakfast/guest house,7842,12 Crescent Gardens,Kingsmead,Bath,"",BA1 2NA,5,fhrs_5_en-GB,2013-08-20,5,5,5,51.38397300000000,51.38397300000000
204876,08340/1000/2/000,BCVS Homes,Hospitals/Childcare/Caring Premises,5,Bathampton Manor,Mill Lane,Bathampton,Bath,BA2 6TS,5,fhrs_5_en-GB,2012-11-29,0,5,5,51.39943600000000,51.39943600000000
204370,09/00037/MIXED,Beacon Hall Lunch Clubs,Other catering premises,7841,Beacon Hall,French Close,Peasedown St. John,Bath,BA2 8SN,5,fhrs_5_en-GB,2012-11-05,5,0,0,51.31464800000000,51.31464800000000
374117,12/00136/MIXED,Bea's Vintage Teas,Other catering premises,7841,7 - 8 Saville Row,Lansdown,Bath,"",BA1 2QP,5,fhrs_5_en-GB,2014-01-28,0,5,0,51.38633700000000,51.38633700000000
205030,10/00390/MIXED,Beaufort Londis,Retailers - other,4613,3 - 4 Balustrade,London Road,Walcot,Bath,BA1 6QA,5,fhrs_5_en-GB,2014-05-13,5,0,5,51.39406100000000,51.39406100000000
205336,09570/1400/2/000,Beaumonds,Hospitals/Childcare/Caring Premises,5,Padleigh Hill,Southdown,Bath,Bath And North East Somerset,BA2 9DW,5,fhrs_5_en-GB,2014-04-29,5,5,0,51.36467200000000,51.36467200000000
530424,09/00105/MIXED,Beckford House,Hotel/bed & breakfast/guest house,7842,Beckfords B&b,59 Upper Oldfield Park,Oldfield Park,Bath,BA2 3LB,4,fhrs_4_en-GB,2013-03-19,10,5,5,51.37688500000000,51.37688500000000
565708,13/00030/MIXED,Beckford View Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,Beckfords View,Lansdown Road,Lansdown,Bath,BA1 5TJ,5,fhrs_5_en-GB,2013-06-07,5,5,5,51.40356000000000,51.40356000000000
520691,12/00279/MIXED,Beech Cottage Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,32 Combe Road,Combe Down,Bath,Bath And North East Somerset,BA2 5HY,5,fhrs_5_en-GB,2013-02-28,5,5,0,51.35910100000000,51.35910100000000
203999,15628/0075/0/000,Beechcroft Residential Home,Hospitals/Childcare/Caring Premises,5,75 North Road,Midsomer Norton,Radstock,Bath And North East Somerset,BA3 2QE,5,fhrs_5_en-GB,2013-09-09,5,5,5,51.28801200000000,51.28801200000000
204675,11210/1000/2/000,Beechen Cliff Methodist Church,Restaurant/Cafe/Canteen,1,Shakespeare Avenue,Bear Flat,Bath,Bath And North East Somerset,BA2 4RF,5,fhrs_5_en-GB,2011-02-10,5,5,5,51.37337100000000,51.37337100000000
205305,15276/1000/0/000,Beechen Cliff School,School/college/university,7845,Beechen Cliff Boys School,Kipling Avenue,Bear Flat,Bath,BA2 4RE,5,fhrs_5_en-GB,2011-05-18,5,5,5,51.37227000000000,51.37227000000000
204217,11170/1900/2/000,Beechwood B & B,Hotel/bed & breakfast/guest house,7842,Beech Wood,Shaft Road,Combe Down,Bath,BA2 7HP,5,fhrs_5_en-GB,2009-03-19,5,5,0,51.36177000000000,51.36177000000000
204787,09/00207/MIXED,Belushi's,Pub/bar/nightclub,7843,Belushi Bar  St Christopher's Inn,9 Green Street,City Centre,Bath,BA1 2JY,5,fhrs_5_en-GB,2013-12-16,"","","",51.38346400000000,51.38346400000000
633682,08400/0032/0/000,Bengal Brasserie,Restaurant/Cafe/Canteen,1,Bengal Brasserie,32 Milsom Street,City Centre,Bath,BA1 1DG,5,fhrs_5_en-GB,2014-02-26,"","","",51.38458500000000,51.38458500000000
204843,13240/0021/0/000,Bens Cookies,Manufacturers/packers,7839,Ben's Cookies,21 Union Passage,City Centre,Bath,BA1 1RD,5,fhrs_5_en-GB,2012-11-12,5,5,5,51.38202700000000,51.38202700000000
205699,11/00096/MIXED,Benugo Ltd,Other catering premises,7841,Holburne Museum Of Art,Great Pulteney Street,Bathwick,Bath,BA2 4DB,4,fhrs_4_en-GB,2011-05-25,10,0,5,51.38575000000000,51.38575000000000
565713,13/00093/MIXED,Bernie's Bistro,Restaurant/Cafe/Canteen,1,3 High Street,Upper Weston,Bath,Bath And North East Somerset,BA1 4BX,4,fhrs_4_en-GB,2013-07-02,5,5,10,51.39560700000000,51.39560700000000
205154,06/00087/MIXED,Bespoke Wedding And Celebration Cakes,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2009-04-29,5,5,0,"",""
570169,13/00113/MIXED,Best Of British,Other catering premises,7841,12 Broad Street,City Centre,Bath,"",BA1 5LJ,5,fhrs_5_en-GB,2013-07-17,0,0,5,51.38412000000000,51.38412000000000
204598,11/00194/MIXED,Best One,Retailers - other,4613,1 - 2 Fairfield Road,Fairfield Park,Bath,"",BA1 6EP,5,fhrs_5_en-GB,2011-09-13,0,0,5,51.39543800000000,51.39543800000000
481988,09/00204/MIXED,Best One,Retailers - other,4613,106 Mount Road,Southdown,Bath,"",BA2 1LN,5,fhrs_5_en-GB,2012-09-10,5,5,5,51.37166900000000,51.37166900000000
359644,11/00242/MIXED,Best Pizza And Kebab,Takeaway/sandwich shop,7844,5 Somer House,High Street,Midsomer Norton,"",BA3 2HN,4,fhrs_4_en-GB,2012-04-17,5,10,5,51.28568300000000,51.28568300000000
642875,14/00020/MIXED,Beyond The Kale,Takeaway/sandwich shop,7844,Green Park Station,Green Park Road,City Centre,Bath,BA1 1JB,5,fhrs_5_en-GB,2014-02-28,5,5,5,51.38153800000000,51.38153800000000
556177,13/00080/FOOD,Bickie Boo,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2013-06-07,5,5,5,"",""
565717,13/00131/MIXED,Big Boys BBQ,Mobile caterer,7846,"","","","","",4,fhrs_4_en-GB,2013-07-02,5,5,10,"",""
205074,12/00016/FOOD,Big Rich's Community Cafe,Restaurant/Cafe/Canteen,1,Court Farm,The Street,Compton Martin,Bristol,BS40 6JF,5,fhrs_5_en-GB,2013-10-04,5,5,5,51.31196800000000,51.31196800000000
530427,12/00207/MIXED,Bill's Restaurant,Restaurant/Cafe/Canteen,1,Bills Restaurant,7 - 8 Cheap Street,City Centre,Bath,BA1 1NE,5,fhrs_5_en-GB,2013-03-19,0,0,0,51.38172200000000,51.38172200000000
205369,+12100/2700/0/000,Billy Burger,Takeaway/sandwich shop,7844,St Saviour's Road,Larkhall,Bath,"",BA1 6RT,3,fhrs_3_en-GB,2012-03-14,10,10,10,51.39684500000000,51.39684500000000
204603,15623/0058/0/000,Bird In Hand,Pub/bar/nightclub,7843,58 High Street,Saltford,"","",BS31 3EJ,5,fhrs_5_en-GB,2013-07-23,5,5,5,51.40488700000000,51.40488700000000
204350,15460/1100/2/000,Bishop Sutton Methodist Church,Other catering premises,7841,Methodist Church,The Street,Bishop Sutton,Bristol,BS39 5UU,Exempt,fhrs_exempt_en-GB,2014-04-17,"","","",51.33576300000000,51.33576300000000
204467,12/00023/MIXED,Bishop Sutton Post Office And General Store,Retailers - other,4613,Bishop Sutton Post Office Store,The Street,Bishop Sutton,Bristol,BS39 5UU,5,fhrs_5_en-GB,2013-06-30,5,5,0,51.33576300000000,51.33576300000000
205142,10/00253/MIXED,Bishop Sutton Pre-School,Other catering premises,7841,Methodist Church,The Street,Bishop Sutton,Bristol,BS39 5UU,Exempt,fhrs_exempt_en-GB,2014-02-26,"","","",51.33576300000000,51.33576300000000
205177,15574/4000/2/000,Bishop Sutton Primary School,School/college/university,7845,Bishop Sutton County Primary School,Wick Road,Bishop Sutton,Bristol,BS39 5XD,5,fhrs_5_en-GB,2014-05-21,5,0,5,51.33338400000000,51.33338400000000
205354,08/00144/MIXED,Bistro La Barrique,Restaurant/Cafe/Canteen,1,Bistro La Barrique,31 Barton Street,City Centre,Bath,BA1 1HG,5,fhrs_5_en-GB,2014-01-16,5,5,5,51.38254900000000,51.38254900000000
570171,13/00121/MIXED,Black & Gold Catering,Mobile caterer,7846,"","","","","",5,fhrs_5_en-GB,2013-07-11,5,5,5,"",""
205015,07/00034/HELA,Blacks,Retailers - other,4613,Blacks,7 - 8 Abbeygate Street,City Centre,Bath,BA1 1NP,Exempt,fhrs_exempt_en-GB,2014-02-19,"","","",51.38032100000000,51.38032100000000
205139,09/00164/FOOD,Blamey's Cakes,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2013-04-09,5,5,5,"",""
550921,13/00103/MIXED,Blathwayt,Pub/bar/nightclub,7843,Blathwayt Arms,Lansdown Road,Charlcombe,Bath,BA1 9BT,3,fhrs_3_en-GB,2013-05-15,10,10,10,51.41623200000000,51.41623200000000
204201,11/00253/MIXED,Blisters Ltd,Manufacturers/packers,7839,Unit 5 Radstock Co-op Warehouse,Access Road To Council Depot,Radstock,"",BA3 2AA,5,fhrs_5_en-GB,2011-10-13,0,0,0,51.29172700000000,51.29172700000000
204502,18761/1500/2/000,Bloomfield Care Centre,Hospitals/Childcare/Caring Premises,5,Salisbury Road,Paulton,Bristol,Bath And North East Somerset,BS39 7BD,5,fhrs_5_en-GB,2013-10-16,0,0,0,51.29941200000000,51.29941200000000
205160,01500/0146/0/000,Bloomfield House,Hotel/bed & breakfast/guest house,7842,Bloomfield House Private Hotel,146 Bloomfield Road,Bloomfield,Bath,BA2 2AS,3,fhrs_3_en-GB,2012-10-11,10,5,10,51.36844100000000,51.36844100000000
556180,13/00116/MIXED,Bloomsbury Cafe,Restaurant/Cafe/Canteen,1,15 New Bond Street,City Centre,Bath,Bath And North East Somerset,BA1 1BA,3,fhrs_3_en-GB,2013-06-06,10,5,10,51.38319500000000,51.38319500000000
204137,18173/9064/2/000,Blue Bowl,Pub/bar/nightclub,7843,The Blue Bowl,Bristol Road,West Harptree,"",BS40 6HJ,5,fhrs_5_en-GB,2013-01-14,0,5,5,51.31649400000000,51.31649400000000
462974,12/00239/MIXED,Blue Quails Deli,Restaurant/Cafe/Canteen,1,7 Bridge Street,City Centre,Bath,Bath And North East Somerset,BA2 4AS,1,fhrs_1_en-GB,2014-07-16,5,10,20,51.38295800000000,51.38295800000000
205064,14710/0001/3/C04,Blue Rooms,Pub/bar/nightclub,7843,Bluerooms 1 York Buildings,George Street,City Centre,Bath,BA1 2EB,5,fhrs_5_en-GB,2008-12-03,5,5,5,51.38487300000000,51.38487300000000
204059,10/00252/MIXED,Bo Peep Pre-School,Other catering premises,7841,High Littleton Methodist Church,High Street,High Littleton,Bristol,BS39 6JD,Exempt,fhrs_exempt_en-GB,2014-02-25,"","","",51.32379300000000,51.32379300000000
205346,08870/1800/2/000,Boat House Public House,Pub/bar/nightclub,7843,Boathouse Restaurant,Newbridge Road,Newbridge,Bath,BA1 3NB,5,fhrs_5_en-GB,2011-09-20,0,0,5,51.39104100000000,51.39104100000000
520706,12/00366/MIXED,Boater,Pub/bar/nightclub,7843,The Boater,9 Argyle Street,Bathwick,Bath,BA2 4BQ,5,fhrs_5_en-GB,2012-10-12,0,5,0,51.38321400000000,51.38321400000000
205545,17484/3100/2/000,BOCM Pauls Limited (Staff Canteen),Restaurant/Cafe/Canteen,1,B O C M Pauls Ltd,Mill Road,Radstock,Bath And North East Somerset,BA3 5TT,5,fhrs_5_en-GB,2008-07-15,0,0,5,51.29452800000000,51.29452800000000
205448,08/00158/MIXED,Bodhi House,Hotel/bed & breakfast/guest house,7842,Bodhi,31A Englishcombe Lane,Southdown,Bath,BA2 2EE,5,fhrs_5_en-GB,2009-01-14,0,0,0,51.36717700000000,51.36717700000000
204390,05/00187/FOOD,Bodrum Takeaway,Takeaway/sandwich shop,7844,Bodrum,34 Broad Street,City Centre,Bath,BA1 5LP,5,fhrs_5_en-GB,2010-01-25,5,0,5,51.38414000000000,51.38414000000000
204166,05/00175/MIXED,BOF Catering,Mobile caterer,7846,The Bungalow Farm,Broadmoor Lane,Upper Weston,Bath,BA1 4LJ,5,fhrs_5_en-GB,2013-11-26,5,0,0,51.40571500000000,51.40571500000000
205603,12640/0008/0/000,Bog Island News,Retailers - other,4613,8 Terrace Walk,City Centre,Bath,"",BA1 1LN,5,fhrs_5_en-GB,2014-04-16,5,5,5,51.38115200000000,51.38115200000000
204297,08630/0110/B/000,Bombay Balti,Takeaway/sandwich shop,7844,Bombay Balti,110B Mount Road,Southdown,Bath,BA2 1LN,3,fhrs_3_en-GB,2010-03-23,10,10,10,51.37166900000000,51.37166900000000
205014,07/00012/FOOD,Bombay King,Restaurant/Cafe/Canteen,1,28 Meadgate East,Camerton,"","",BA2 0NW,3,fhrs_3_en-GB,2010-11-22,10,10,10,51.32705700000000,51.32705700000000
205421,13300/0002/1/000,Bonghy-Bo Cafe Bar,Restaurant/Cafe/Canteen,1,Bongy-Bo Cafe,7A Upper Borough Walls,City Centre,Bath,BA1 1RG,4,fhrs_4_en-GB,2013-09-25,5,5,10,51.38284600000000,51.38284600000000
668096,14/00045/MIXED,Boodelicious Sweet Cart,Mobile caterer,7846,"","","","","",5,fhrs_5_en-GB,2014-04-11,5,5,5,"",""
204320,06/00160/MIXED,Boojon Tandoori,Restaurant/Cafe/Canteen,1,Boojon Tandoori 28 Charles Street,City Centre,Bath,"",BA1 1HU,4,fhrs_4_en-GB,2012-10-15,5,10,5,51.38237900000000,51.38237900000000
205657,01180/1300/2/000,Booker Cash And Carry,Distributors/Transporters,7,Chefs Larder,Bellotts Road,Twerton,Bath,BA2 3RT,5,fhrs_5_en-GB,2014-03-06,5,5,0,51.38100900000000,51.38100900000000
204541,01180/1300/3/C01,Booker Cash And Carry (Butchery Department),Distributors/Transporters,7,Chefs Larder,Bellotts Road,Twerton,Bath,BA2 3RT,5,fhrs_5_en-GB,2008-05-15,5,5,0,51.38100900000000,51.38100900000000
204433,09/00155/MIXED,Boots,Retailers - other,4613,Boots The Chemist Plc,1 Newark Street,City Centre,Bath,BA1 1AT,Exempt,fhrs_exempt_en-GB,2014-03-20,"","","",51.37838800000000,51.37838800000000
205410,15770/0040/0/000,Boots The Chemist Limited,Retailers - other,4613,Boots The Chemists Ltd,40 High Street,Keynsham,Bristol,BS31 1DX,Exempt,fhrs_exempt_en-GB,2014-03-21,"","","",51.41548000000000,51.41548000000000
204723,14120/0035/0/000,Boots The Chemists Limited,Retailers - other,4613,Boots The Chemists Ltd,34 - 35 Westgate Street,City Centre,Bath,BA1 1EL,Exempt,fhrs_exempt_en-GB,2012-11-13,"","","",51.38160100000000,51.38160100000000
205013,06820/0019/0/000,Boston Tea Party,Restaurant/Cafe/Canteen,1,The Boston Tea Party,19 Kingsmead Square,Bath,"",BA1 2AE,4,fhrs_4_en-GB,2014-02-25,5,10,5,51.38151400000000,51.38151400000000
565698,12/00231/MIXED,Bowling Club,Other catering premises,7841,Alexandra Park Pavilion,Alexandra Park,Lyncombe,Bath,BA2 4RQ,5,fhrs_5_en-GB,2013-07-01,0,0,0,51.37393800000000,51.37393800000000
204591,16110/1100/2/000,Brass Mill Public House,Pub/bar/nightclub,7843,The Brass Mill,Avon Mill Lane,Keynsham,Bristol,BS31 2UG,4,fhrs_4_en-GB,2014-01-16,5,10,5,51.41664000000000,51.41664000000000
462985,12/00296/MIXED,Brasserie Blanc,Other catering premises,7841,Francis Hotel,6 - 11 Queen Square,City Centre,Bath,BA1 2HH,5,fhrs_5_en-GB,2012-10-18,5,0,5,51.38294300000000,51.38294300000000
681664,12/00001/FOOD,Breakfast And Afterschool Club,School/college/university,7845,Moorlands Infant School,Moorfields Road,Moorlands,Bath,BA2 2DQ,5,fhrs_5_en-GB,2014-06-20,5,5,5,51.37074500000000,51.37074500000000
205230,11/00292/FOOD,Breakfast Club,School/college/university,7845,Farmborough Vc Primary School,The Street,Farmborough,Bath,BA2 0FY,5,fhrs_5_en-GB,2011-12-22,5,5,5,51.34308500000000,51.34308500000000
204911,10/00314/MIXED,Breakfast Club,School/college/university,7845,Farrington Gurney Ce Vc Primary Sch,Church Lane,Farrington Gurney,Bristol,BS39 6TY,Exempt,fhrs_exempt_en-GB,2014-04-02,"","","",51.29853700000000,51.29853700000000
204746,11/00311/MIXED,Breakfast Club,School/college/university,7845,Midsomer Norton County Primary Scho,High Street,Midsomer Norton,Radstock,BA3 2DR,5,fhrs_5_en-GB,2011-12-29,5,5,5,51.28699100000000,51.28699100000000
205276,10/00318/MIXED,Breakfast Club,School/college/university,7845,Trinity C Of E Primary School,Woodborough Lane,Radstock,Bath And North East Somerset,BA3 3DE,Exempt,fhrs_exempt_en-GB,2014-03-27,"","","",51.29846200000000,51.29846200000000
203938,10/00312/MIXED,Breakfast Club,School/college/university,7845,Westfield County Primary School,Longfellow Road,Westfield,Radstock,BA3 3XX,5,fhrs_5_en-GB,2014-04-04,5,5,5,51.28300400000000,51.28300400000000
205600,09/00086/MIXED,Breakfast Club And After School Club,School/college/university,7845,Castle Primary School,Newlands Road,Keynsham,Bristol,BS31 2TS,5,fhrs_5_en-GB,2014-01-30,5,0,0,51.40550900000000,51.40550900000000
359646,11/00305/MIXED,"Breakfast, Afterschool And Holiday Club",School/college/university,7845,St John's Rc Primary School,Oldfield Lane,Oldfield Park,Bath,BA2 3NR,Exempt,fhrs_exempt_en-GB,2012-01-16,"","","",51.37313200000000,51.37313200000000
462958,11/00294/FOOD,Breakfast/Afterschool Club,School/college/university,7845,St. Keyna Primary School,Monmouth Road,Keynsham,Bristol,BS31 2JP,5,fhrs_5_en-GB,2014-06-26,5,5,5,51.41109600000000,51.41109600000000
244510,11/00250/MIXED,Breconridge Bed & Breakfast,Hotel/bed & breakfast/guest house,7842,4 Canal View,Camerton,Bath,Bath And North East Somerset,BA2 0BP,5,fhrs_5_en-GB,2012-02-27,5,5,5,51.32019400000000,51.32019400000000
205317,11920/0081/0/000,Bridge Care Limited,Hospitals/Childcare/Caring Premises,5,Bridgemead House Residential Home,81 St John's Road,Bathwick,Bath,BA2 6PZ,5,fhrs_5_en-GB,2013-01-03,0,0,0,51.38761300000000,51.38761300000000
205388,11/00069/MIXED,Brindleys,Other catering premises,7841,14 Pulteney Gardens,Widcombe,Bath,"",BA2 4HG,5,fhrs_5_en-GB,2013-03-26,5,5,5,51.37986200000000,51.37986200000000
204017,16463/2100/2/000,Bristol Avon Sailing Club,Other catering premises,7841,Mead Lane,Saltford,Bristol,Bath And North East Somerset,BS31 3ER,5,fhrs_5_en-GB,2014-02-25,5,5,5,51.41132400000000,51.41132400000000
205299,15811/9259/3/CO1,Bristol Outdoor Pursuits,Restaurant/Cafe/Canteen,1,Bristol Outdoor Pursuits  Common Wo,Hunstrete,Marksbury,Bath,BS39 4NT,3,fhrs_3_en-GB,2011-03-10,10,10,10,51.36009300000000,51.36009300000000
204306,10/00248/MIXED,Broadlands Academy,School/college/university,7845,St Francis Road,Keynsham,Bristol,Bath And North East Somerset,BS31 2DY,5,fhrs_5_en-GB,2014-05-07,0,5,5,51.41701700000000,51.41701700000000
204205,01750/0032/0/000,Brocks,Hotel/bed & breakfast/guest house,7842,Brocks Guest House,32 Brock Street,City Centre,Bath,BA1 2LN,5,fhrs_5_en-GB,2012-08-20,5,0,5,51.38631800000000,51.38631800000000
205737,15247/0074/0/000,Brookes News,Retailers - other,4613,Brookes News,74 Redfield Road,Midsomer Norton,Radstock,BA3 2JP,5,fhrs_5_en-GB,2013-09-16,5,5,5,51.28376300000000,51.28376300000000
204177,03470/0001/0/000,Brooks Guest House,Hotel/bed & breakfast/guest house,7842,Hotel St Clair,1 Crescent Gardens,Kingsmead,Bath,BA1 2NA,5,fhrs_5_en-GB,2012-08-10,5,0,0,51.38397300000000,51.38397300000000
205660,09420/1200/2/000,Browns Restaurant,Restaurant/Cafe/Canteen,1,Browns  Old Police Station,Orange Grove,City Centre,Bath,BA1 1LP,5,fhrs_5_en-GB,2013-01-10,0,5,5,51.38141300000000,51.38141300000000
205516,15987/1450/2/000,Bumble Bee Foods,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2009-03-24,5,0,5,"",""
204443,02530/0004/0/000,Burger King,Restaurant/Cafe/Canteen,1,Burger King (uk) Ltd,4 Cheap Street,Bath,"",BA1 1NE,5,fhrs_5_en-GB,2012-06-18,0,5,0,51.38172200000000,51.38172200000000
591350,13/00145/MIXED,Burgers And Barrels,Pub/bar/nightclub,7843,2 Victoria Buildings,Twerton,Bath,Bath And North East Somerset,BA2 3EH,5,fhrs_5_en-GB,2013-09-23,5,5,0,51.38161900000000,51.38161900000000
204751,10/00110/FOOD,Busy Bee,Other catering premises,7841,"","","","","",5,fhrs_5_en-GB,2014-04-29,5,5,5,"",""
203939,10/00352/MIXED,Busy Bee Cafe,Other catering premises,7841,Busy Bee Café,1 Moorland Road,Oldfield Park,Bath,BA2 3PJ,5,fhrs_5_en-GB,2012-11-02,0,5,5,51.37679800000000,51.37679800000000
204826,15703/3000/2/C01,Butchers At L&F Jones,Distributors/Transporters,7,Butchers  L & F Jones,Charlton Lane,Westfield,Midsomer Norton,BA3 4SB,5,fhrs_5_en-GB,2013-03-20,0,0,0,51.27753100000000,51.27753100000000
204785,09/00146/MIXED,Buttercup Barn Day Nursery,Hospitals/Childcare/Caring Premises,5,Claysend Farm,Wilmington Hill,Newton St. Loe,Bath,BA2 9JE,5,fhrs_5_en-GB,2013-10-07,0,0,0,51.37678100000000,51.37678100000000
204846,13310/0018/0/000,Butterpat,Takeaway/sandwich shop,7844,The Butter Pat,18 Upper Borough Walls,City Centre,Bath,BA1 1RJ,5,fhrs_5_en-GB,2014-01-22,5,5,5,51.38246200000000,51.38246200000000
204977,11/00135/MIXED,Cafe - Takeaway,Other catering premises,7841,84 Lower Bristol Road,Westmoreland,Bath,Bath And North East Somerset,BA2 3BQ,5,fhrs_5_en-GB,2011-05-16,5,0,5,51.37983300000000,51.37983300000000
205117,10/00053/MIXED,Cafe @ The Centre,Restaurant/Cafe/Canteen,1,Manvers Street,Bath,"","",BA1 1JW,5,fhrs_5_en-GB,2013-10-16,5,5,5,51.37889000000000,51.37889000000000
446348,12/00229/MIXED,Cafe Au Lait,Other catering premises,7841,Café Au Lait,12 Dorchester Street,Bath,"",BA1 1SS,5,fhrs_5_en-GB,2014-02-28,5,5,0,51.37792000000000,51.37792000000000
205686,10/00250/MIXED,Cafe Au Lait Ltd,Other catering premises,7841,Café Au Lait Ltd,7 Pulteney Bridge,City Centre,Bath,BA2 4AX,4,fhrs_4_en-GB,2014-02-13,"","","",51.38311200000000,51.38311200000000
204637,10/00078/MIXED,Cafe Creme,Other catering premises,7841,Café Crème,35 High Street,Keynsham,"",BS31 1DS,5,fhrs_5_en-GB,2013-12-12,5,5,5,51.41560800000000,51.41560800000000
204021,08970/0001/A/000,Cafe Du Globe,Restaurant/Cafe/Canteen,1,1A North Parade,City Centre,Bath,"",BA1 1LF,4,fhrs_4_en-GB,2012-08-29,5,10,5,51.38062300000000,51.38062300000000
205018,09/00175/FOOD,Cafe Gallery,Other catering premises,7841,Fosse Way School,Longfellow Road,Westfield,Radstock,BA3 3AL,5,fhrs_5_en-GB,2011-12-02,0,0,0,51.28320500000000,51.28320500000000
